source_id,source_name,domain,source_family,source_type,priority,coverage_scope,canonicality,platform_family,access_method,automation_status,legal_review_status,verification_status,official_url,search_url,notes
SRC-OFF-CANTON-BS,Portal de empleo Kanton Basel-Stadt,jobs.arbeitgeber.bs.ch,OFFICIAL_CANTON,DIRECT_PUBLIC_EMPLOYER,P0,Kanton Basel-Stadt,CANONICAL,BS_EMPLOYER_PORTAL,WEB,COLLECTOR_CANDIDATE,AUTOMATION_REVIEW_REQUIRED,VERIFIED_OFFICIAL_PORTAL,https://jobs.arbeitgeber.bs.ch/,,Fuente canónica para vacantes cantonales; aplicar taxonomía verde y títulos ocultos.
SRC-OFF-CANTON-FR,Portal de empleo Kanton Fribourg/Freiburg,jobs.fr.ch,OFFICIAL_CANTON,DIRECT_PUBLIC_EMPLOYER,P0,Kanton Fribourg/Freiburg,CANONICAL,FR_MIGRATION_PORTAL,WEB,COLLECTOR_CANDIDATE,AUTOMATION_REVIEW_REQUIRED,VERIFIED_OFFICIAL_PORTAL,https://jobs.fr.ch/?locale=de_DE,,Fuente canónica para vacantes cantonales; aplicar taxonomía verde y títulos ocultos.
SRC-OFF-CANTON-GL,Portal de empleo Kanton Glarus,www.gl.ch,OFFICIAL_CANTON,DIRECT_PUBLIC_EMPLOYER,P0,Kanton Glarus,CANONICAL,UMANTIS_LINKED,WEB,COLLECTOR_CANDIDATE,AUTOMATION_REVIEW_REQUIRED,VERIFIED_OFFICIAL_PORTAL,https://www.gl.ch/verwaltung/finanzen-und-gesundheit/personal-und-organisation/stellenangebote.html/4705,,Fuente canónica para vacantes cantonales; aplicar taxonomía verde y títulos ocultos.
SRC-OFF-CANTON-GR,Portal de empleo Kanton Graubünden,stellen.gr.ch,OFFICIAL_CANTON,DIRECT_PUBLIC_EMPLOYER,P0,Kanton Graubünden,CANONICAL,CANTON_GR_PORTAL,WEB,COLLECTOR_CANDIDATE,AUTOMATION_REVIEW_REQUIRED,VERIFIED_OFFICIAL_PORTAL,https://stellen.gr.ch/,,Fuente canónica para vacantes cantonales; aplicar taxonomía verde y títulos ocultos.
SRC-OFF-CANTON-JU,Portal de empleo Kanton Jura,www.jura.ch,OFFICIAL_CANTON,DIRECT_PUBLIC_EMPLOYER,P0,Kanton Jura,CANONICAL,OFFICIAL_WEB,WEB,COLLECTOR_CANDIDATE,AUTOMATION_REVIEW_REQUIRED,VERIFIED_OFFICIAL_PORTAL,https://www.jura.ch/fr/Autorites/Administration/DFI/SRH/Offres-d-emploi/Offres-d-emploi.html,,Fuente canónica para vacantes cantonales; aplicar taxonomía verde y títulos ocultos.
SRC-OFF-CANTON-LU,Portal de empleo Kanton Luzern,stellen.lu.ch,OFFICIAL_CANTON,DIRECT_PUBLIC_EMPLOYER,P0,Kanton Luzern,CANONICAL,CANTON_LU_PORTAL,WEB,COLLECTOR_CANDIDATE,AUTOMATION_REVIEW_REQUIRED,VERIFIED_OFFICIAL_PORTAL,https://stellen.lu.ch/,,Fuente canónica para vacantes cantonales; aplicar taxonomía verde y títulos ocultos.
SRC-OFF-CANTON-NW,Portal de empleo Kanton Nidwalden,jobs.nw.ch,OFFICIAL_CANTON,DIRECT_PUBLIC_EMPLOYER,P0,Kanton Nidwalden,CANONICAL,CANTON_NW_PORTAL,WEB,COLLECTOR_CANDIDATE,AUTOMATION_REVIEW_REQUIRED,VERIFIED_OFFICIAL_PORTAL,https://jobs.nw.ch/,,Fuente canónica para vacantes cantonales; aplicar taxonomía verde y títulos ocultos.
SRC-OFF-CANTON-OW,Portal de empleo Kanton Obwalden,www.ow.ch,OFFICIAL_CANTON,DIRECT_PUBLIC_EMPLOYER,P0,Kanton Obwalden,CANONICAL,OFFICIAL_WEB,WEB,COLLECTOR_CANDIDATE,AUTOMATION_REVIEW_REQUIRED,VERIFIED_OFFICIAL_PORTAL,https://www.ow.ch/jobsundkarriere,,Fuente canónica para vacantes cantonales; aplicar taxonomía verde y títulos ocultos.
SRC-OFF-CANTON-SG,Portal de empleo Kanton St. Gallen,www.sg.ch,OFFICIAL_CANTON,DIRECT_PUBLIC_EMPLOYER,P0,Kanton St. Gallen,CANONICAL,CANTON_SG_PORTAL,WEB,COLLECTOR_CANDIDATE,AUTOMATION_REVIEW_REQUIRED,VERIFIED_OFFICIAL_PORTAL,https://www.sg.ch/ueber-den-kanton-st-gallen/arbeitgeber-kanton-stgallen/stellenportal.html,,Fuente canónica para vacantes cantonales; aplicar taxonomía verde y títulos ocultos.
SRC-OFF-CANTON-SH,Portal de empleo Kanton Schaffhausen,sh.ch,OFFICIAL_CANTON,DIRECT_PUBLIC_EMPLOYER,P0,Kanton Schaffhausen,CANONICAL,OFFICIAL_WEB,WEB,COLLECTOR_CANDIDATE,AUTOMATION_REVIEW_REQUIRED,VERIFIED_OFFICIAL_PORTAL,https://sh.ch/CMS/Webseite/Kanton-Schaffhausen/Beh-rde/Verwaltung/Finanzdepartement/Personalamt/Stellenangebote-169801-DE.html,,Fuente canónica para vacantes cantonales; aplicar taxonomía verde y títulos ocultos.
SRC-OFF-CANTON-SO,Portal de empleo Kanton Solothurn,job.so.ch,OFFICIAL_CANTON,DIRECT_PUBLIC_EMPLOYER,P0,Kanton Solothurn,CANONICAL,CANTON_SO_PORTAL,WEB,COLLECTOR_CANDIDATE,AUTOMATION_REVIEW_REQUIRED,VERIFIED_OFFICIAL_PORTAL,https://job.so.ch/,,Fuente canónica para vacantes cantonales; aplicar taxonomía verde y títulos ocultos.
SRC-OFF-CANTON-SZ,Portal de empleo Kanton Schwyz,jobs.sz.ch,OFFICIAL_CANTON,DIRECT_PUBLIC_EMPLOYER,P0,Kanton Schwyz,CANONICAL,CANTON_SZ_PORTAL,WEB,COLLECTOR_CANDIDATE,AUTOMATION_REVIEW_REQUIRED,VERIFIED_OFFICIAL_PORTAL,https://jobs.sz.ch/,,Fuente canónica para vacantes cantonales; aplicar taxonomía verde y títulos ocultos.
SRC-OFF-CANTON-TG,Portal de empleo Kanton Thurgau,stellen.tg.ch,OFFICIAL_CANTON,DIRECT_PUBLIC_EMPLOYER,P0,Kanton Thurgau,CANONICAL,CANTON_TG_PORTAL,WEB,COLLECTOR_CANDIDATE,AUTOMATION_REVIEW_REQUIRED,VERIFIED_OFFICIAL_PORTAL,https://stellen.tg.ch/,,Fuente canónica para vacantes cantonales; aplicar taxonomía verde y títulos ocultos.
SRC-OFF-CANTON-UR,Portal de empleo Kanton Uri,www.ur.ch,OFFICIAL_CANTON,DIRECT_PUBLIC_EMPLOYER,P0,Kanton Uri,CANONICAL,OFFICIAL_WEB,WEB,COLLECTOR_CANDIDATE,AUTOMATION_REVIEW_REQUIRED,VERIFIED_OFFICIAL_NAVIGATION,https://www.ur.ch/stellen,,Fuente canónica para vacantes cantonales; aplicar taxonomía verde y títulos ocultos.
SRC-OFF-CANTON-VS,Portal de empleo Kanton Wallis/Valais,www.vs.ch,OFFICIAL_CANTON,DIRECT_PUBLIC_EMPLOYER,P0,Kanton Wallis/Valais,CANONICAL,OFFICIAL_WEB,WEB,COLLECTOR_CANDIDATE,AUTOMATION_REVIEW_REQUIRED,VERIFIED_OFFICIAL_PORTAL,https://www.vs.ch/de/web/srh/stellenborse,,Fuente canónica para vacantes cantonales; aplicar taxonomía verde y títulos ocultos.
SRC-OFF-CANTON-ZG,Portal de empleo Kanton Zug,zg.ch,OFFICIAL_CANTON,DIRECT_PUBLIC_EMPLOYER,P0,Kanton Zug,CANONICAL,PROSPECTIVE,WEB,COLLECTOR_CANDIDATE,AUTOMATION_REVIEW_REQUIRED,VERIFIED_OFFICIAL_PORTAL,https://zg.ch/de/offene-stellen,,Fuente canónica para vacantes cantonales; aplicar taxonomía verde y títulos ocultos.
SRC-OFF-CANTON-ZH,Portal de empleo Kanton Zürich,www.zh.ch,OFFICIAL_CANTON,DIRECT_PUBLIC_EMPLOYER,P0,Kanton Zürich,CANONICAL,SOLIQUE_LINKED,WEB,COLLECTOR_CANDIDATE,AUTOMATION_REVIEW_REQUIRED,VERIFIED_OFFICIAL_PORTAL,https://www.zh.ch/de/arbeiten-beim-kanton.html,,Fuente canónica para vacantes cantonales; aplicar taxonomía verde y títulos ocultos.
SRC-OFF-CITY-ZURICH,Jobs Stadt Zürich,stadt-zuerich.ch,OFFICIAL_MUNICIPAL,DIRECT_PUBLIC_EMPLOYER,P0,Zürich,CANONICAL,CITY_SITE_SUCCESSFACTORS_LINKED,WEB,COLLECTOR_CANDIDATE,AUTOMATION_REVIEW_REQUIRED,VERIFIED,https://www.stadt-zuerich.ch/de/politik-und-verwaltung/arbeiten-bei-der-stadt/jobs.html,,Fuente municipal prioritaria; la cola BFS contiene las demás ciudades/municipios.
SRC-OFF-GSZ-ZURICH,Jobs Grün Stadt Zürich,stadt-zuerich.ch,OFFICIAL_MUNICIPAL,DIRECT_PUBLIC_EMPLOYER,P0,Zürich green unit,CANONICAL,CITY_SITE_SUCCESSFACTORS_LINKED,WEB,COLLECTOR_CANDIDATE,AUTOMATION_REVIEW_REQUIRED,VERIFIED,https://www.stadt-zuerich.ch/de/politik-und-verwaltung/arbeiten-bei-der-stadt/stadtvielfalt/arbeiten-beim-ted/arbeiten-bei-gsz/jobs.html,,Fuente municipal prioritaria; la cola BFS contiene las demás ciudades/municipios.
SRC-OFF-CITY-WINTERTHUR,Stadt Winterthur Jobportal,jobs.winterthur.ch,OFFICIAL_MUNICIPAL,DIRECT_PUBLIC_EMPLOYER,P0,Winterthur,CANONICAL,REXX_SYSTEMS,WEB,COLLECTOR_CANDIDATE,AUTOMATION_REVIEW_REQUIRED,VERIFIED,https://jobs.winterthur.ch/,,Fuente municipal prioritaria; la cola BFS contiene las demás ciudades/municipios.
SRC-OFF-CITY-BERN,Offene Stellen Stadt Bern,bern.ch,OFFICIAL_MUNICIPAL,DIRECT_PUBLIC_EMPLOYER,P0,Bern,CANONICAL,JOBS_BERN_CH,WEB,COLLECTOR_CANDIDATE,AUTOMATION_REVIEW_REQUIRED,VERIFIED,https://www.bern.ch/themen/arbeiten-fuer-die-stadt-bern/offene-stellen,,Fuente municipal prioritaria; la cola BFS contiene las demás ciudades/municipios.
SRC-OFF-GREEN-BERN,Stadtgrün Bern – offene Stellen,bern.ch,OFFICIAL_MUNICIPAL,DIRECT_PUBLIC_EMPLOYER,P0,Bern green unit,CANONICAL,JOBS_BERN_CH,WEB,COLLECTOR_CANDIDATE,AUTOMATION_REVIEW_REQUIRED,VERIFIED,https://www.bern.ch/politik-und-verwaltung/stadtverwaltung/tvs/stadtgrun-bern/offene-stellen,,Fuente municipal prioritaria; la cola BFS contiene las demás ciudades/municipios.
SRC-OFF-CITY-LUZERN,Stadt Luzern Jobportal,jobs.stadtluzern.ch,OFFICIAL_MUNICIPAL,DIRECT_PUBLIC_EMPLOYER,P0,Luzern,CANONICAL,CITY_LUZERN_PORTAL,WEB,COLLECTOR_CANDIDATE,AUTOMATION_REVIEW_REQUIRED,VERIFIED,https://jobs.stadtluzern.ch/stellen/,,Fuente municipal prioritaria; la cola BFS contiene las demás ciudades/municipios.
SRC-OFF-CITY-STGALLEN,Arbeiten für die Stadt St.Gallen,stadt.sg.ch,OFFICIAL_MUNICIPAL,DIRECT_PUBLIC_EMPLOYER,P0,St. Gallen,CANONICAL,CITY_SG_PORTAL,WEB,COLLECTOR_CANDIDATE,AUTOMATION_REVIEW_REQUIRED,VERIFIED,https://www.stadt.sg.ch/home/verwaltung-politik/arbeiten-fuer-stgallen.html,,Fuente municipal prioritaria; la cola BFS contiene las demás ciudades/municipios.
SRC-OFF-CITY-SCHAFFHAUSEN,Stadt Schaffhausen – freie Stellen,jobs.stadt-schaffhausen.ch,OFFICIAL_MUNICIPAL,DIRECT_PUBLIC_EMPLOYER,P0,Schaffhausen,CANONICAL,UMANTIS_LINKED,WEB,COLLECTOR_CANDIDATE,AUTOMATION_REVIEW_REQUIRED,VERIFIED,https://jobs.stadt-schaffhausen.ch/freie-stellen/,,Fuente municipal prioritaria; la cola BFS contiene las demás ciudades/municipios.
SRC-OFF-BASEL-STADTGAERTNEREI,Arbeiten bei der Stadtgärtnerei Basel-Stadt,bs.ch,OFFICIAL_MUNICIPAL,DIRECT_PUBLIC_EMPLOYER,P0,Basel-Stadt green unit,CANONICAL,BS_EMPLOYER_PORTAL,WEB,COLLECTOR_CANDIDATE,AUTOMATION_REVIEW_REQUIRED,VERIFIED,https://www.bs.ch/bvd/stadtgaertnerei/arbeiten-stadtgaertnerei,,Fuente municipal prioritaria; la cola BFS contiene las demás ciudades/municipios.
SRC-SEC-GPLUS,g’plus Stellenbörse,gplus.ch,SECTOR_JOB_BOARD,GREEN_SECTOR_BOARD,P1,Switzerland green industry,DISCOVERY_WITH_SOME_ORIGINAL_TEXT,GPLUS,WEB,COLLECTOR_CANDIDATE,AUTOMATION_REVIEW_REQUIRED,VERIFIED,https://www.gplus.ch/de/stellenboerse/offene-stellen/index.php,,Especializada; útil para empleadores públicos y privados. Resolver siempre la fuente canónica si existe.
SRC-SEC-JARDINSUISSE,JardinSuisse,jardinsuisse.ch,SECTOR_ASSOCIATION,EMPLOYER_UNIVERSE_DISCOVERY,P1,Switzerland garden industry,REFERENCE,JARDINSUISSE,WEB,DIRECTORY_RESEARCH_REQUIRED,AUTOMATION_REVIEW_REQUIRED,VERIFIED,https://jardinsuisse.ch/de/,,Base potencial para universo de empresas privadas y asociaciones regionales.
SRC-DISC-PUBLICJOBS,publicjobs.ch,publicjobs.ch,PUBLIC_JOB_DISCOVERY,AGGREGATOR,P1,Swiss public employers,DISCOVERY_ONLY,PUBLICJOBS,WEB,COLLECTOR_CANDIDATE,AUTOMATION_REVIEW_REQUIRED,VERIFIED,https://publicjobs.ch/,https://publicjobs.ch/jobs/unterhalt-handwerk-aussenstellen,Resolver el anuncio original del organismo público; no contar como vacante adicional.
SRC-DISC-GEMEINDESTELLEN,Gemeindestellen.ch,gemeindestellen.ch,PUBLIC_JOB_DISCOVERY,AGGREGATOR,P1,Municipal and public employers,DISCOVERY_ONLY,GEMEINDESTELLEN,WEB,COLLECTOR_CANDIDATE,AUTOMATION_REVIEW_REQUIRED,VERIFIED,https://www.gemeindestellen.ch/,,Categorías útiles: Werkhof/Entsorgung y Forst/Landwirtschaft/Gartenarbeit.
SRC-JB-JOBSCH,jobs.ch,jobs.ch,GENERAL_JOB_BOARD,AGGREGATOR,P2,Switzerland,DISCOVERY_ONLY,JOBCLOUD,WEB,FEED_OR_TERMS_RESEARCH_REQUIRED,AUTOMATION_REVIEW_REQUIRED,VERIFIED_SOURCE_EXISTS,https://www.jobs.ch/de/stellenangebote/,,Alta duplicación; agrupar por source_family/platform_family y deduplicar contra fuente primaria.
SRC-JB-JOBSCOUT24,JobScout24,jobscout24.ch,GENERAL_JOB_BOARD,AGGREGATOR,P2,Switzerland,DISCOVERY_ONLY,JOBCLOUD,WEB,FEED_OR_TERMS_RESEARCH_REQUIRED,AUTOMATION_REVIEW_REQUIRED,VERIFIED_SOURCE_EXISTS,https://www.jobscout24.ch/de/jobs/,,Alta duplicación; agrupar por source_family/platform_family y deduplicar contra fuente primaria.
SRC-JB-INDEED,Indeed Switzerland,ch.indeed.com,GENERAL_JOB_BOARD,AGGREGATOR,P2,Switzerland,DISCOVERY_ONLY,INDEED,WEB,FEED_OR_TERMS_RESEARCH_REQUIRED,AUTOMATION_REVIEW_REQUIRED,VERIFIED_SOURCE_EXISTS,https://ch.indeed.com/,,Alta duplicación; agrupar por source_family/platform_family y deduplicar contra fuente primaria.
SRC-JB-LINKEDIN,LinkedIn Jobs,linkedin.com,GENERAL_JOB_BOARD,AGGREGATOR,P2,Switzerland,DISCOVERY_ONLY,LINKEDIN,WEB,FEED_OR_TERMS_RESEARCH_REQUIRED,AUTOMATION_REVIEW_REQUIRED,VERIFIED_SOURCE_EXISTS,https://www.linkedin.com/jobs/,,Alta duplicación; agrupar por source_family/platform_family y deduplicar contra fuente primaria.
SRC-REG-OSTJOB,ostjob.ch,ostjob.ch,REGIONAL_JOB_BOARD,AGGREGATOR,P2,Regional Switzerland,DISCOVERY_ONLY,OSTJOB_NETWORK,WEB,NETWORK_MAPPING_REQUIRED,AUTOMATION_REVIEW_REQUIRED,VERIFIED_SOURCE_EXISTS,https://www.ostjob.ch/,,No tratar dominios sindicados como inventarios económicos independientes.
SRC-REG-ZENTRALJOB,zentraljob.ch,zentraljob.ch,REGIONAL_JOB_BOARD,AGGREGATOR,P2,Regional Switzerland,DISCOVERY_ONLY,REGIONAL_JOB_NETWORK,WEB,NETWORK_MAPPING_REQUIRED,AUTOMATION_REVIEW_REQUIRED,VERIFIED_SOURCE_EXISTS,https://www.zentraljob.ch/,,No tratar dominios sindicados como inventarios económicos independientes.
SRC-REG-MYJOB,myjob.ch,myjob.ch,REGIONAL_JOB_BOARD,AGGREGATOR,P2,Regional Switzerland,DISCOVERY_ONLY,REGIONAL_JOB_NETWORK,WEB,NETWORK_MAPPING_REQUIRED,AUTOMATION_REVIEW_REQUIRED,VERIFIED_SOURCE_EXISTS,https://www.myjob.ch/,,No tratar dominios sindicados como inventarios económicos independientes.
SRC-REG-JOBBERN,jobbern.ch,jobbern.ch,REGIONAL_JOB_BOARD,AGGREGATOR,P2,Regional Switzerland,DISCOVERY_ONLY,REGIONAL_JOB_NETWORK,WEB,NETWORK_MAPPING_REQUIRED,AUTOMATION_REVIEW_REQUIRED,VERIFIED_SOURCE_EXISTS,https://www.jobbern.ch/,,No tratar dominios sindicados como inventarios económicos independientes.
SRC-REG-JOBZURI,jobzüri.ch,jobzueri.ch,REGIONAL_JOB_BOARD,AGGREGATOR,P2,Regional Switzerland,DISCOVERY_ONLY,REGIONAL_JOB_NETWORK,WEB,NETWORK_MAPPING_REQUIRED,AUTOMATION_REVIEW_REQUIRED,VERIFIED_SOURCE_EXISTS,https://www.jobzueri.ch/,,No tratar dominios sindicados como inventarios económicos independientes.
SRC-REG-JOBBASEL,jobbasel.ch,jobbasel.ch,REGIONAL_JOB_BOARD,AGGREGATOR,P2,Regional Switzerland,DISCOVERY_ONLY,REGIONAL_JOB_NETWORK,WEB,NETWORK_MAPPING_REQUIRED,AUTOMATION_REVIEW_REQUIRED,VERIFIED_SOURCE_EXISTS,https://www.jobbasel.ch/,,No tratar dominios sindicados como inventarios económicos independientes.
SRC-REG-JOBMITTELLAND,jobmittelland.ch,jobmittelland.ch,REGIONAL_JOB_BOARD,AGGREGATOR,P2,Regional Switzerland,DISCOVERY_ONLY,REGIONAL_JOB_NETWORK,WEB,NETWORK_MAPPING_REQUIRED,AUTOMATION_REVIEW_REQUIRED,VERIFIED_SOURCE_EXISTS,https://www.jobmittelland.ch/,,No tratar dominios sindicados como inventarios económicos independientes.
SRC-SEC-GAERTNERJOBS,gaertner-jobs.ch,gaertner-jobs.ch,JOBCHANNEL_FAMILY,SECTOR_AGGREGATOR,P2,Switzerland gardening,DISCOVERY_ONLY,JOBCHANNEL,WEB,NETWORK_MAPPING_REQUIRED,AUTOMATION_REVIEW_REQUIRED,VERIFIED_SOURCE_EXISTS,https://gaertner-jobs.ch/,,Parte de una familia de portales especializados; source_family obligatorio.
SRC-ETT-ADECCO,Adecco Switzerland,adecco.com,STAFFING_AGENCY,AGENCY_ORIGINAL,P1,Switzerland / regions,AGENCY_CANONICAL,AGENCY_SITE,WEB,COLLECTOR_CANDIDATE,AUTOMATION_REVIEW_REQUIRED,SOURCE_CONFIRMED,https://www.adecco.com/de-ch/,,Una ETT puede representar una vacante real o una campaña genérica; detectar anuncios plantilla y multi-plaza.
SRC-ETT-RANDSTAD,Randstad Switzerland,randstad.ch,STAFFING_AGENCY,AGENCY_ORIGINAL,P1,Switzerland / regions,AGENCY_CANONICAL,AGENCY_SITE,WEB,COLLECTOR_CANDIDATE,AUTOMATION_REVIEW_REQUIRED,SOURCE_CONFIRMED,https://www.randstad.ch/,,Una ETT puede representar una vacante real o una campaña genérica; detectar anuncios plantilla y multi-plaza.
SRC-ETT-MANPOWER,Manpower Switzerland,manpower.ch,STAFFING_AGENCY,AGENCY_ORIGINAL,P1,Switzerland / regions,AGENCY_CANONICAL,AGENCY_SITE,WEB,COLLECTOR_CANDIDATE,AUTOMATION_REVIEW_REQUIRED,SOURCE_CONFIRMED,https://www.manpower.ch/,,Una ETT puede representar una vacante real o una campaña genérica; detectar anuncios plantilla y multi-plaza.
SRC-ETT-FLEXSIS,Flexsis,flexsis.ch,STAFFING_AGENCY,AGENCY_ORIGINAL,P1,Switzerland / regions,AGENCY_CANONICAL,AGENCY_SITE,WEB,COLLECTOR_CANDIDATE,AUTOMATION_REVIEW_REQUIRED,SOURCE_CONFIRMED,https://www.flexsis.ch/,,Una ETT puede representar una vacante real o una campaña genérica; detectar anuncios plantilla y multi-plaza.
SRC-ETT-DASTEAM,dasteam ag,team.jobs,STAFFING_AGENCY,AGENCY_ORIGINAL,P1,Switzerland / regions,AGENCY_CANONICAL,AGENCY_SITE,WEB,COLLECTOR_CANDIDATE,AUTOMATION_REVIEW_REQUIRED,SOURCE_CONFIRMED,https://www.team.jobs/,,Una ETT puede representar una vacante real o una campaña genérica; detectar anuncios plantilla y multi-plaza.
SRC-ETT-FACHKRAFT,Fachkraft.ch,fachkraft.ch,STAFFING_AGENCY,AGENCY_ORIGINAL,P1,Switzerland / regions,AGENCY_CANONICAL,AGENCY_SITE,WEB,COLLECTOR_CANDIDATE,AUTOMATION_REVIEW_REQUIRED,SOURCE_CONFIRMED,https://www.fachkraft.ch/,,Una ETT puede representar una vacante real o una campaña genérica; detectar anuncios plantilla y multi-plaza.
SRC-ETT-STA,STA Personalpartner,sta-personal.ch,STAFFING_AGENCY,AGENCY_ORIGINAL,P1,Switzerland / regions,AGENCY_CANONICAL,AGENCY_SITE,WEB,COLLECTOR_CANDIDATE,AUTOMATION_REVIEW_REQUIRED,SOURCE_CONFIRMED,https://www.sta-personal.ch/,,Una ETT puede representar una vacante real o una campaña genérica; detectar anuncios plantilla y multi-plaza.
SRC-ETT-IMPIRIO,Impirio,impirio.ch,STAFFING_AGENCY,AGENCY_ORIGINAL,P1,Switzerland / regions,AGENCY_CANONICAL,AGENCY_SITE,WEB,COLLECTOR_CANDIDATE,AUTOMATION_REVIEW_REQUIRED,SOURCE_CONFIRMED,https://www.impirio.ch/,,Una ETT puede representar una vacante real o una campaña genérica; detectar anuncios plantilla y multi-plaza.
SRC-ETT-STELLENTREFF,Stellentreff,stellentreff.ch,STAFFING_AGENCY,AGENCY_ORIGINAL,P1,Switzerland / regions,AGENCY_CANONICAL,AGENCY_SITE,WEB,COLLECTOR_CANDIDATE,AUTOMATION_REVIEW_REQUIRED,SOURCE_CONFIRMED,https://www.stellentreff.ch/,,Una ETT puede representar una vacante real o una campaña genérica; detectar anuncios plantilla y multi-plaza.
